text,created_at
Coronavirus: In addition to screening travelers “prior to boarding” from certain designated high risk countries or areas within those countries they will also be screened when they arrive in America. Thank you! @VP @SecAzar @CDCgov @CDCDirector,3/1/2020 13:31
.....a very dark and lonely path! Your reputation will never be the same!,3/1/2020 13:23
Mini Mike Bloomberg’s consultants and so-called “advisors”(how did that advice work out? Don’t ask!) are on the “gravy train” and all making a fortune for themselves pushing Mini hard when they knew he never had what it takes. Don’t pay them anymore Mike they led you down....,3/1/2020 13:23
I would find it hard to believe that failed presidential candidates Tom Steyer or Mini Mike Bloombeg would contribute to the Democrat Party even against me after the way they have been treated - laughed at &amp; mocked. The real politicians ate them up and spit them out!,3/1/2020 5:39
Tom Steyer who other than Mini Mike Bloomberg spent more dollars for NOTHING than any candidate in history quit the race today proclaiming how thrilled he was to be a part of the the Democrat Clown Show. Go away Tom and save whatever little money you have left!,3/1/2020 5:30
Congratulations to Sleepy Joe Biden!,3/1/2020 4:49
Democrats are working hard to destroy the name and reputation of Crazy Bernie Sanders and take the nomination away from him!,3/1/2020 4:45
Sleepy Joe Biden’s victory in the South Carolina Democrat Primary should be the end of Mini Mike Bloomberg’s Joke of a campaign. After the worst debate performance in the history of presidential debates  Mini Mike now has Biden split up his very few voters taking many away!,3/1/2020 0:16
THE BEST IS YET TO COME! https://t.co/C0RicMRP0Z,2/29/2020 23:42
Dana you are the real deal! https://t.co/nAGDnP1RDp,2/29/2020 23:10
THANK YOU @CPAC! #CPAC2020 https://t.co/Qf2zIk0FOj,2/29/2020 23:02
https://t.co/C2LaKLBxgg,2/29/2020 23:00
https://t.co/vVSkTSlM1X,2/29/2020 22:58
I will be having a 1:30 P.M. Press Conference at the White House to discuss the latest CoronaVirus developments. Thank you!,2/29/2020 17:02
THANK YOU SOUTH CAROLINA! https://t.co/7i5BYCQfg8,2/29/2020 16:19
https://t.co/REhbRVEcC0,2/29/2020 3:42
https://t.co/L00A2IM766,2/29/2020 3:39
South Carolina was GREAT. A BIG &amp; REALLY ENTHUSIASTIC CROWD!,2/29/2020 3:25
A so-called reporter named @JohnJHarwood who bombed so badly in the 2016 Presidential Debates that I thought he was going to be immediately fired (a Mini Mike type performance) is now with Fake News @CNN. A total loser!,2/29/2020 3:00
I hope we can get Admiral @RonnyJackson4TX of Texas who served our Country so well into the runoff election in #TX13! Ronny is strong on Crime and Borders GREAT for our Military and Vets and will protect your #2A. Get out and vote for Ronny on Tuesday March 3rd!,2/29/2020 2:43
Thank you to all of the incredible Law Enforcement Officers in South Carolina tonight. We love you! https://t.co/yoqjwFzqQA,2/29/2020 2:00
It was my great honor to be back in South Carolina tonight with thousands of hardworking American Patriots who believe in Faith Family God and Country. Thank you for a beautiful evening! #KAG2020 https://t.co/5vZKXLQFO3,2/29/2020 1:58
I am pleased to announce the nomination of @RepRatcliffe (Congressman John Ratcliffe) to be Director of National Intelligence (DNI). Would have completed process earlier but John wanted to wait until after IG Report was finished. John is an outstanding man of great talent!,2/28/2020 22:24
On my way to the Great State of South Carolina. See everyone soon! #MAGA #KAG https://t.co/cjzElGNyDN,2/28/2020 22:20
Nobody fights harder for Montana than @SteveDaines. Steve is a close friend of mine a STRONG Conservative and a tremendous supporter of our #MAGA Agenda. He is strong on Crime &amp; Borders GREAT for our Military &amp; Vets &amp; will protect your #2A. Steve has my Complete Endorsement!,2/28/2020 21:01
The Dems are working hard to take the prized nomination away from Bernie. Back room politics which Bernie is not very good at. His people will not let it happen again!,2/28/2020 20:28
Mini Mike is getting slammed. His debates were perhaps the worst in presidential debating history. A total phony who disavowed “Stop &amp; Frisk” after swearing by it for years and even recently. He horribly overused it &amp; then dropped when running as a Dem. A total phony!,2/28/2020 20:25
We strongly stand with Terrence! https://t.co/N4uFExD6Vz,2/28/2020 20:03
https://t.co/xbuiZAdsR7 https://t.co/dv2txSp3ro,2/28/2020 19:31
“You go around Pennsylvania and you see Trump signs everywhere. The Donald Trump situation is bigger than the Reagan Revolution. Donald Trump has inspired us.” @RjHarris15  WHP580,2/28/2020 15:30
Worst Polls just like in 2016 when they were so far off the mark are the @FoxNews Polls. Why doesn’t Fox finally get a competent Polling Company?,2/28/2020 15:24
To the people of South Carolina Tom Steyer is a joke laughed at by everyone a total incompetent. He made money in coal now he “hates” coal. Did you see him fawning over Crazy Bernie? Has no chance a loser for South Carolina doesn’t deserve your vote!,2/28/2020 14:54
Will be in the Great State of South Carolina tonight 7:00 P.M. for a really BIG Rally. Best place to be is a Trump Rally. See you later!,2/28/2020 14:46
“Federal Court Deals Major Blow To Sanctuary Cities.” @FoxNews  In other words there will be no more Federal Tax Dollars to States &amp; Cities that will not cooperate with Federal Law Enforcement (ICE). This is BIG NEWS! Funds will be cut off immediately. MAKE AMERICA GREAT AGAIN!,2/28/2020 6:13
The Do Nothing Democrats were busy wasting time on the Immigration Hoax &amp; anything else they could do to make the Republican Party look bad while I was busy calling early BORDER &amp; FLIGHT closings putting us way ahead in our battle with Coronavirus. Dems called it VERY wrong!,2/28/2020 5:43
So the Coronavirus which started in China and spread to various countries throughout the world but very slowly in the U.S. because President Trump closed our border and ended flights VERY EARLY is now being blamed by the Do Nothing Democrats to be the fault of “Trump”.,2/28/2020 5:05
So nice! https://t.co/rnhymmWJu6,2/28/2020 4:37
“Diagnosis positive: @CNN is infected with Trump Derangement Syndrome. I’m calling out CNN for irresponsibly politicizing what should be a unifying battle against a virus that doesn’t choose sides.” @trish_regan @FoxNews  Like I say they are Fake News!,2/28/2020 3:41
Word is that Mini Mike Bloomberg performed so poorly in the two debates that he is thinking about dropping out of the Democrat Primary. The fact is he was not true to himself and the public was able to quickly figure him out. Not a good experience for Mini Mike!,2/28/2020 3:16
Congratulations and thank you to our great Vice President &amp; all of the many professionals doing such a fine job at CDC &amp; all other agencies on the Coronavirus situation. Only a very small number in U.S. &amp; China numbers look to be going down. All countries working well together!,2/28/2020 2:39
Do Nothing Democrats were busy wasting their time on the Impeachment Hoax &amp; anything they could do to make the Republican Party look bad while I was busy calling early boarder &amp; flight closings putting us way ahead in our battle with the Coronavirus. Dems called it very wrong!,2/28/2020 2:32
“Anti-Trump Network @CNN doing whatever it can to stoke a national Coronavirus panic. The far left Network pretty much ignoring anyone who they interview who doesn’t blame President Trump.” @trish_regan @FoxNews Media refuses to discuss the great job our professionals are doing!,2/28/2020 1:53
https://t.co/2p4WngYWJ4,2/27/2020 13:34
They spied on my campaign! https://t.co/LpIc3cNBnr,2/27/2020 6:02
.@RepKevinBrady (R) of Texas-08 loves Texas &amp; our Country. He has been a GREAT Congressman &amp; supporter of #MAGA. Strong on Crime Border Military Vets and your 2A he is the best Tax Cutter in D.C. Kevin has my Complete &amp; Total Endorsement. Vote on March 3rd. Thank you!,2/27/2020 5:21
https://t.co/dWl6SZqFLZ,2/27/2020 1:51
Nancy has allowed her District to go down more than any other in the USA! Hardly even recognizable. https://t.co/wnABoOQOVe,2/26/2020 19:02
My two great friends. Proud of you both! https://t.co/Fo2CLjc9YZ,2/26/2020 16:20
Eric I can live with that! https://t.co/TtNdK9pg06,2/26/2020 16:17
Piers I like you too! https://t.co/pUe09YlrY0,2/26/2020 16:15
Big Rally in the Great State of South Carolina on Friday. See you there!,2/26/2020 13:51
“Every poll you look at shows that Black support for President Trump is growing.” @RealCandaceO @MariaBartiromo,2/26/2020 13:41
Big Story Big Win - Except in the Fake News which won’t cover it! https://t.co/reWPi2hc4v,2/26/2020 13:35
....during a debate). Pocahontas was mean &amp; undisciplined mostly aiming at Crazy Bernie and Mini Mike. They don’t know how to handle her but I know she is a “chocker”. Steyer was a disaster who along with Mini are setting records in $’s per vote. Just give me an opponent!,2/26/2020 13:24
Crazy chaotic Democrat Debate last night. Fake News said Biden did well even though he said half of our population was shot to death. Would be OVER for most. Mini Mike was weak and unsteady but helped greatly by his many commercials (which are not supposed to be allowed....,2/26/2020 13:24
I will be having a News Conference at the White House on this subject today at 6:00 P.M. CDC representatives and others will be there. Thank you!,2/26/2020 13:03
Low Ratings Fake News MSDNC (Comcast) &amp; @CNN are doing everything possible to make the Caronavirus look as bad as possible including panicking markets if possible. Likewise their incompetent Do Nothing Democrat comrades are all talk no action. USA in great shape! @CDCgov.....,2/26/2020 13:03
Just landed. India was great trip very successful. Heading to the White House. Meetings and calls scheduled today. @CDCgov @SecAzar and all doing a great job with respect to Coronavirus! Briefing this afternoon.,2/26/2020 11:39
“U.S. acted on the Coronavirus very very quickly.” Gordon Chang  @IngrahamAngle,2/26/2020 7:19
Thank you! https://t.co/5DNbnbEtyy,2/26/2020 6:52
Russia wants him to win! https://t.co/bNUeIsqmQX,2/26/2020 6:49
An absolute disgrace! https://t.co/xwmsyitlMh,2/26/2020 6:47
52% in the new Rasmussen Poll. 95% Approval Rating in the Republican Party. Thank you!,2/26/2020 2:34
....Democrats talking point is that we are doing badly. If the virus disappeared tomorrow they would say we did a really poor and even incompetent job. Not fair but it is what it is. So far by the way we have not had one death. Let’s keep it that way!,2/26/2020 2:29
CDC and my Administration are doing a GREAT job of handling Coronavirus including the very early closing of our borders to certain areas of the world. It was opposed by the Dems “too soon” but turned out to be the correct decision. No matter how well we do however the.....,2/26/2020 2:29
That is because they cover your favorite President relatively well. @CNN &amp; MSDNC are dying in the ratings! https://t.co/dhlZlbyg2N,2/25/2020 22:36
No surprise! https://t.co/qCcUPsXgG9,2/25/2020 22:00
True but we are getting it all done! https://t.co/omwdyyPDAX,2/25/2020 20:52
A total miscarriage of justice! https://t.co/zHLo1NL9Sb,2/25/2020 20:43
There has rarely been a juror so tainted as the forewoman in the Roger Stone case. Look at her background. She never revealed her hatred of “Trump” and Stone. She was totally biased as is the judge. Roger wasn’t even working on my campaign. Miscarriage of justice. Sad to watch!,2/25/2020 20:01
Cryin’ Chuck Schumer is complaining for publicity purposes only that I should be asking for more money than $2.5 Billion to prepare for Coronavirus. If I asked for more he would say it is too much. He didn’t like my early travel closings. I was right. He is incompetent!,2/25/2020 14:02
